날짜,지역,미세먼지,초미세먼지,오존,이산화질소,일산화탄소,아황산가스
2011-11-15,마포구,46,,0.009,0.04,0.5,0.005
2011-11-15,양천구,34,,0.008,0.046,0.5,0.007
2011-11-15,강서구,52,,0.011,0.041,0.6,0.008
2011-11-15,구로구,48,,0.013,0.041,0.6,0.006
2011-11-15,금천구,30,,0.011,0.041,0.6,0.005
2011-11-15,영등포구,47,,0.01,0.052,0.7,0.006
2011-11-15,동작구,40,,0.012,0.042,0.6,0.005
2011-11-15,관악구,44,,0.012,0.039,0.7,0.005
2011-11-15,서초구,47,,0.01,0.039,0.6,0.006
2011-11-15,강남구,45,,0.007,0.051,0.6,0.005
2011-11-15,송파구,57,,0.008,0.042,0.8,0.007
2011-11-15,강동구,48,,0.008,0.034,0.6,0.006
2011-11-14,종로구,46,,0.018,0.013,0.3,0.003
2011-11-14,중구,38,,0.02,0.02,0.2,0.005
2011-11-14,용산구,40,,0.015,0.027,0.2,0.004
2011-11-14,성동구,40,,0.013,0.021,0.3,0.003
2011-11-14,광진구,47,,0.015,0.026,0.4,0.004
2011-11-14,동대문구,42,,0.017,0.026,0.4,0.003
2011-11-14,중랑구,42,,0.015,0.024,0.4,0.003
2011-11-14,성북구,37,,0.02,0.02,0.4,0.005
2011-11-14,강북구,29,,0.019,0.029,0.3,0.003
2011-11-14,도봉구,42,,0.019,0.019,0.4,0.004
2011-11-14,노원구,38,,0.017,0.019,0.3,0.004
2011-11-14,은평구,42,,0.017,0.02,0.4,0.004
2011-11-14,서대문구,38,,0.017,0.016,0.5,0.005
2011-11-14,마포구,41,,0.012,0.027,0.4,0.004
2011-11-14,양천구,25,,0.014,0.029,0.3,0.005
2011-11-14,강서구,39,,0.017,0.027,0.4,0.006
2011-11-14,구로구,38,,0.018,0.026,0.4,0.004
2011-11-14,금천구,23,,0.017,0.025,0.5,0.003
2011-11-14,영등포구,37,,0.014,0.037,0.6,0.004
2011-11-14,동작구,32,,0.02,0.02,0.3,0.002
2011-11-14,관악구,35,,0.017,0.024,0.4,0.003
2011-11-14,서초구,40,,0.015,0.026,0.4,0.004
2011-11-14,강남구,36,,0.014,0.031,0.4,0.003
2011-11-14,송파구,41,,0.016,0.023,0.4,0.004
2011-11-14,강동구,42,,0.015,0.025,0.4,0.005
2011-11-13,종로구,89,,0.022,0.019,0.5,0.01
2011-11-13,중구,86,,0.023,0.026,0.6,0.01
2011-11-13,용산구,86,,0.02,0.028,0.6,0.008
2011-11-13,성동구,86,,0.022,0.018,0.6,0.009
2011-11-13,광진구,84,,0.023,0.026,0.7,0.008
2011-11-13,동대문구,94,,0.025,0.025,0.7,0.009
2011-11-13,중랑구,78,,0.019,0.024,0.7,0.007
2011-11-13,성북구,83,,0.027,0.022,0.7,0.008
2011-11-13,강북구,70,,0.032,0.023,0.6,0.012
2011-11-13,도봉구,90,,0.032,0.016,0.7,0.01
2011-11-13,노원구,88,,0.022,0.023,0.6,0.009
2011-11-13,은평구,89,,0.021,0.023,0.8,0.008
2011-11-13,서대문구,88,,0.022,0.022,0.8,0.012
2011-11-13,마포구,95,,0.018,0.026,0.7,0.01
2011-11-13,양천구,66,,0.021,0.026,0.5,0.011
2011-11-13,강서구,91,,0.024,0.029,0.7,0.012
2011-11-13,구로구,87,,0.024,0.024,0.7,0.009
2011-11-13,금천구,57,,0.022,0.027,0.7,0.008
2011-11-13,영등포구,88,,0.023,0.034,0.9,0.011
2011-11-13,동작구,80,,0.029,0.022,0.6,0.007
2011-11-13,관악구,83,,0.023,0.024,0.7,0.009
2011-11-13,서초구,96,,0.024,0.023,0.6,0.01
2011-11-13,강남구,84,,0.02,0.03,0.7,0.009
2011-11-13,송파구,77,,0.022,0.026,0.7,0.008
2011-11-13,강동구,75,,0.022,0.027,0.6,0.009
2011-11-12,종로구,53,,0.017,0.03,0.6,0.008
2011-11-12,중구,50,,0.019,0.037,0.6,0.007
2011-11-12,용산구,54,,0.017,0.039,0.6,0.006
2011-11-12,성동구,54,,0.016,0.03,0.6,0.007
2011-11-12,광진구,55,,0.019,0.034,0.8,0.006
2011-11-12,동대문구,59,,0.02,0.039,0.8,0.007
2011-11-12,중랑구,54,,0.016,0.036,0.7,0.006
2011-11-12,성북구,50,,0.018,0.035,0.8,0.007
2011-11-12,강북구,46,,0.022,0.039,0.6,0.007
2011-11-12,도봉구,54,,0.021,0.029,0.7,0.007
2011-11-12,노원구,59,,0.017,0.034,0.6,0.006
2011-11-12,은평구,50,,0.017,0.03,0.7,0.005
2011-11-12,서대문구,52,,0.018,0.033,0.7,0.008
2011-11-12,마포구,57,,0.015,0.041,0.7,0.007
2011-11-12,양천구,46,,0.017,0.041,0.5,0.009
2011-11-12,강서구,63,,0.016,0.044,0.7,0.01
2011-11-12,구로구,59,,0.018,0.042,0.8,0.007
2011-11-12,금천구,47,,0.02,0.039,0.7,0.006
2011-11-12,영등포구,57,,0.018,0.054,0.9,0.007
2011-11-12,동작구,53,,0.024,0.035,0.6,0.005
2011-11-12,관악구,55,,0.019,0.04,0.7,0.007
2011-11-12,서초구,58,,0.019,0.037,0.7,0.007
2011-11-12,강남구,53,,0.013,0.05,0.8,0.006
2011-11-12,송파구,53,,0.018,0.033,0.8,0.006
2011-11-12,강동구,49,,0.017,0.031,0.6,0.007
2011-11-11,종로구,25,,0.005,0.032,0.5,0.005
2011-11-11,중구,24,,0.009,0.036,0.4,0.004
2011-11-11,용산구,26,,0.008,0.034,0.4,0.003
2011-11-11,성동구,27,,0.004,0.029,0.4,0.003
2011-11-11,광진구,27,,0.009,0.031,0.5,0.003
2011-11-11,동대문구,30,,0.005,0.044,0.6,0.003
2011-11-11,중랑구,28,,0.009,0.029,0.4,0.003
2011-11-11,성북구,26,,0.006,0.034,0.6,0.003
2011-11-11,강북구,21,,0.006,0.041,0.4,0.003
2011-11-11,도봉구,24,,0.007,0.031,0.5,0.003
2011-11-11,노원구,26,,0.01,0.027,0.3,0.003
2011-11-11,은평구,23,,0.006,0.029,0.5,0.003
2011-11-11,서대문구,22,,0.003,0.037,0.6,0.004
2011-11-11,마포구,26,,0.008,0.039,0.5,0.003
2011-11-11,양천구,22,,0.005,0.042,0.3,0.006
2011-11-11,강서구,30,,0.004,0.044,0.5,0.006
2011-11-11,구로구,27,,0.009,0.04,0.5,0.003
2011-11-11,금천구,15,,0.01,0.036,0.5,0.003
2011-11-11,영등포구,28,,0.006,0.052,0.8,0.002
2011-11-11,동작구,27,,0.006,0.039,0.5,0.001
2011-11-11,관악구,25,,0.008,0.041,0.5,0.002
2011-11-11,서초구,28,,0.007,0.039,0.5,0.003
2011-11-11,강남구,26,,0.006,0.042,0.5,0.003
2011-11-11,송파구,26,,0.009,0.028,0.5,0.004
2011-11-11,강동구,27,,0.01,0.027,0.4,0.004
2011-11-10,종로구,20,,0.011,0.026,0.4,0.004
2011-11-10,중구,23,,0.011,0.035,0.3,0.004
2011-11-10,용산구,21,,0.016,0.025,0.3,0.003
2011-11-10,성동구,23,,0.01,0.025,0.4,0.002
2011-11-10,광진구,21,,0.017,0.023,0.5,0.003
2011-11-10,동대문구,23,,0.012,0.036,0.5,0.003
2011-11-10,중랑구,19,,0.016,0.022,0.3,0.002
2011-11-10,성북구,22,,0.01,0.031,0.7,0.003
2011-11-10,강북구,16,,0.012,0.037,0.4,0.002
2011-11-10,도봉구,19,,0.015,0.024,0.4,0.002
2011-11-10,노원구,21,,0.012,0.028,0.4,0.003
2011-11-10,은평구,20,,0.016,0.022,0.6,0.002
2011-11-10,서대문구,18,,0.024,0.009,0.5,0.004
2011-11-10,마포구,21,,0.012,0.031,0.4,0.002
2011-11-10,양천구,16,,0.011,0.033,0.3,0.005
2011-11-10,강서구,25,,0.012,0.037,0.5,0.005
2011-11-10,구로구,21,,0.012,0.033,0.4,0.002
2011-11-10,금천구,14,,0.021,0.022,0.4,0.002
2011-11-10,영등포구,21,,0.013,0.042,0.6,0.002
2011-11-10,동작구,22,,0.011,0.033,0.4,0.001
2011-11-10,관악구,22,,0.011,0.034,0.5,0.002
2011-11-10,서초구,23,,0.013,0.03,0.4,0.003
2011-11-10,강남구,22,,0.011,0.037,0.5,0.003
2011-11-10,송파구,22,,0.017,0.021,0.4,0.003
2011-11-10,강동구,21,,0.018,0.022,0.4,0.004
2011-11-09,종로구,15,,0.012,0.019,0.3,0.002
2011-11-09,중구,20,,0.012,0.033,0.3,0.004
2011-11-09,용산구,18,,0.017,0.021,0.2,0.003
2011-11-09,성동구,17,,0.017,0.016,0.3,0.002
2011-11-09,광진구,17,,0.017,0.021,0.4,0.003
2011-11-09,동대문구,18,,0.017,0.026,0.4,0.003
2011-11-09,중랑구,16,,0.02,0.016,0.3,0.002
2011-11-09,성북구,18,,0.016,0.024,0.5,0.003
2011-11-09,강북구,13,,0.023,0.022,0.3,0.002
2011-11-09,도봉구,15,,0.023,0.014,0.4,0.002
2011-11-09,노원구,15,,0.023,0.012,0.2,0.003
2011-11-09,은평구,16,,0.02,0.016,0.7,0.002
2011-11-09,서대문구,15,,0.021,0.016,0.5,0.004
2011-11-09,마포구,18,,0.013,0.023,0.4,0.002
2011-11-09,양천구,16,,0.013,0.028,0.3,0.005
2011-11-09,강서구,24,,0.008,0.043,0.4,0.005
2011-11-09,구로구,20,,0.017,0.025,0.4,0.002
2011-11-09,금천구,14,,0.024,0.017,0.4,0.003
2011-11-09,영등포구,18,,0.015,0.036,0.6,0.002
2011-11-09,동작구,19,,0.017,0.025,0.3,0.001
2011-11-09,관악구,20,,0.013,0.03,0.5,0.002
2011-11-09,서초구,22,,0.016,0.025,0.4,0.003
2011-11-09,강남구,19,,0.014,0.029,0.5,0.003
2011-11-09,송파구,17,,0.023,0.015,0.4,0.003
2011-11-09,강동구,17,,0.021,0.018,0.3,0.004
2011-11-08,종로구,27,,0.006,0.027,0.6,0.002
2011-11-08,중구,30,,0.007,0.04,0.5,0.005
2011-11-08,용산구,30,,0.008,0.033,0.5,0.004
2011-11-08,성동구,30,,0.009,0.026,0.6,0.004
2011-11-08,광진구,26,,0.011,0.026,0.7,0.003
2011-11-08,동대문구,30,,0.009,0.037,0.7,0.004
2011-11-08,중랑구,24,,0.015,0.02,0.5,0.003
2011-11-08,성북구,26,,0.009,0.029,0.7,0.003
2011-11-08,강북구,22,,0.013,0.032,0.5,0.004
2011-11-08,도봉구,28,,0.014,0.023,0.6,0.003
2011-11-08,노원구,25,,0.014,0.021,0.4,0.004
2011-11-08,은평구,29,,0.008,0.025,1,0.003
2011-11-08,서대문구,28,,0.01,0.031,0.7,0.005
2011-11-08,마포구,34,,0.007,0.039,0.7,0.004
2011-11-08,양천구,31,,0.005,0.043,0.5,0.007
2011-11-08,강서구,47,,0.002,0.039,0.7,0.005
2011-11-08,구로구,40,,0.007,0.042,0.8,0.004
2011-11-08,금천구,29,,0.005,0.042,0.7,0.004
2011-11-08,영등포구,38,,0.004,0.048,0.7,0.004
2011-11-08,동작구,35,,0.007,0.039,0.7,0.003
2011-11-08,관악구,37,,0.006,0.043,0.7,0.003
2011-11-08,서초구,38,,0.008,0.039,0.6,0.004
2011-11-08,강남구,32,,0.005,0.045,0.8,0.005
2011-11-08,송파구,28,,0.01,0.027,0.7,0.004
2011-11-08,강동구,24,,0.011,0.024,0.5,0.005
2011-11-07,종로구,20,,0.006,0.026,0.6,0.001
2011-11-07,중구,20,,0.01,0.033,0.4,0.004
2011-11-07,용산구,22,,0.007,0.034,0.6,0.004
2011-11-07,성동구,21,,0.005,0.028,0.5,0.003
2011-11-07,광진구,20,,0.011,0.029,0.7,0.003
2011-11-07,동대문구,24,,0.007,0.039,0.8,0.004
2011-11-07,중랑구,20,,0.01,0.028,0.5,0.002
2011-11-07,성북구,18,,0.009,0.029,0.7,0.003
2011-11-07,강북구,14,,0.011,0.033,0.5,0.003
2011-11-07,도봉구,17,,0.013,0.023,0.6,0.003
2011-11-07,노원구,19,,0.009,0.026,0.5,0.003
2011-11-07,은평구,20,,0.009,0.023,1,0.002
2011-11-07,서대문구,22,,0.01,0.029,0.7,0.004
2011-11-07,마포구,24,,0.006,0.035,0.6,0.003
2011-11-07,양천구,20,,0.007,0.035,0.5,0.007
2011-11-07,강서구,30,,0.003,0.035,0.5,0.007
2011-11-07,구로구,24,,0.01,0.034,0.7,0.004
2011-11-07,금천구,16,,0.006,0.037,0.7,0.003
2011-11-07,영등포구,24,,0.007,0.035,0.8,0.004
2011-11-07,동작구,25,,0.007,0.037,0.6,0.002
2011-11-07,관악구,24,,0.009,0.036,0.6,0.004
2011-11-07,서초구,23,,0.008,0.036,0.6,0.005
2011-11-07,강남구,21,,0.007,0.04,0.6,0.005
2011-11-07,송파구,20,,0.008,0.029,0.6,0.003
2011-11-07,강동구,21,,0.01,0.029,0.6,0.004
2011-11-06,종로구,8,,0.016,0.013,0.4,0.001
2011-11-06,중구,10,,0.018,0.022,0.3,0.003
2011-11-06,용산구,10,,0.026,0.012,0.4,0.003
2011-11-06,성동구,9,,0.024,0.01,0.4,0.002
2011-11-06,광진구,8,,0.027,0.012,0.6,0.003
2011-11-06,동대문구,10,,0.018,0.024,0.7,0.003
2011-11-06,중랑구,10,,0.022,0.013,0.4,0.002
2011-11-06,성북구,9,,0.017,0.02,0.6,0.002
2011-11-06,강북구,8,,0.021,0.022,0.4,0.003
2011-11-06,도봉구,9,,0.022,0.014,0.5,0.002
2011-11-06,노원구,12,,0.016,0.012,0.4,0.003
2011-11-06,은평구,8,,0.022,0.013,0.8,0.002
2011-11-06,서대문구,7,,0.028,0.013,0.6,0.004
2011-11-06,마포구,10,,0.018,0.015,0.4,0.002
2011-11-06,양천구,9,,0.016,0.021,0.3,0.005
2011-11-06,강서구,10,,0.006,0.021,0.4,0.004
2011-11-06,구로구,10,,0.022,0.017,0.5,0.002
2011-11-06,금천구,9,,0.021,0.017,0.5,0.002
2011-11-06,영등포구,9,,0.021,0.019,0.5,0.002
2011-11-06,동작구,11,,0.023,0.018,0.5,0.001
2011-11-06,관악구,10,,0.019,0.02,0.5,0.002
2011-11-06,서초구,10,,0.022,0.017,0.5,0.002
2011-11-06,강남구,10,,0.018,0.024,0.5,0.003
2011-11-06,송파구,9,,0.026,0.011,0.5,0.002
2011-11-06,강동구,9,,0.028,0.011,0.4,0.004
2011-11-05,종로구,20,,0.009,0.023,0.4,0.002
2011-11-05,중구,20,,0.011,0.033,0.3,0.004
2011-11-05,용산구,20,,0.013,0.029,0.3,0.003
2011-11-05,성동구,22,,0.01,0.025,0.4,0.003
2011-11-05,광진구,23,,0.014,0.027,0.6,0.003
2011-11-05,동대문구,23,,0.01,0.038,0.7,0.004
2011-11-05,중랑구,22,,0.014,0.025,0.4,0.003
2011-11-05,성북구,19,,0.012,0.029,0.6,0.006
2011-11-05,강북구,19,,0.016,0.03,0.4,0.004
2011-11-05,도봉구,17,,0.02,0.02,0.5,0.003
2011-11-05,은평구,22,,0.013,0.022,0.8,0.003
2011-11-05,서대문구,21,,0.017,0.025,0.6,0.004
2011-11-05,마포구,24,,0.009,0.033,0.5,0.003
2011-11-05,양천구,23,,0.008,0.036,0.4,0.006
2011-11-05,강서구,28,,0.004,0.035,0.4,0.005
2011-11-05,구로구,24,,0.011,0.035,0.5,0.003
2011-11-05,금천구,18,,0.011,0.033,0.5,0.004
2011-11-05,영등포구,25,,0.008,0.036,0.8,0.003
2011-11-05,동작구,25,,0.012,0.036,0.5,0.002
2011-11-05,관악구,23,,0.01,0.036,0.5,0.003
2011-11-05,서초구,23,,0.01,0.035,0.5,0.003
2011-11-05,강남구,23,,0.01,0.042,0.5,0.004
2011-11-05,송파구,23,,0.014,0.026,0.5,0.003
2011-11-05,강동구,22,,0.015,0.025,0.4,0.005
2011-11-04,종로구,45,,0.004,0.037,0.6,0.006
2011-11-04,중구,49,,0.005,0.051,0.6,0.005
2011-11-04,용산구,45,,0.006,0.047,0.5,0.005
2011-11-04,성동구,51,,0.003,0.041,0.6,0.004
2011-11-04,광진구,45,,0.012,0.038,0.7,0.004
2011-11-04,동대문구,55,,0.005,0.058,1,0.006
2011-11-04,중랑구,47,,0.009,0.039,0.5,0.003
2011-11-04,성북구,44,,0.007,0.044,0.7,0.003
2011-11-04,강북구,40,,0.007,0.053,0.6,0.006
2011-11-04,도봉구,43,,0.01,0.039,0.7,0.004
2011-11-04,노원구,50,,0.001,0.044,0.6,0.005
2011-11-04,은평구,41,,0.013,0.029,0.8,0.004
2011-11-04,서대문구,43,,0.018,0.031,0.6,0.005
2011-11-04,마포구,50,,0.004,0.052,0.6,0.004
2011-11-04,양천구,43,,0.003,0.058,0.6,0.007
2011-11-04,강서구,57,,0.002,0.054,0.5,0.006
2011-11-04,구로구,52,,0.006,0.055,0.7,0.004
2011-11-04,금천구,39,,0.005,0.057,0.7,0.007
2011-11-04,영등포구,50,,0.002,0.055,0.8,0.003
2011-11-04,동작구,51,,0.004,0.055,0.6,0.004
2011-11-04,관악구,52,,0.004,0.056,0.8,0.004
2011-11-04,서초구,59,,0.005,0.053,0.7,0.004
2011-11-04,강남구,49,,0.003,0.059,0.7,0.006
2011-11-04,송파구,52,,0.008,0.04,0.8,0.004
2011-11-04,강동구,48,,0.007,0.036,0.5,0.006
2011-11-03,종로구,72,,0.006,0.05,0.9,0.009
2011-11-03,중구,70,,0.009,0.068,0.8,0.007
2011-11-03,용산구,68,,0.009,0.062,0.8,0.005
2011-11-03,성동구,72,,0.007,0.057,0.8,0.005
2011-11-03,광진구,63,,0.012,0.051,0.8,0.005
2011-11-03,동대문구,79,,0.01,0.072,1.3,0.007
2011-11-03,중랑구,61,,0.014,0.048,0.7,0.005
2011-11-03,성북구,68,,0.01,0.057,1,0.006
2011-11-03,강북구,50,,0.013,0.063,0.8,0.009
2011-11-03,도봉구,66,,0.013,0.049,0.8,0.007
2011-11-03,노원구,51,,0.008,0.056,0.7,0.007
2011-11-03,은평구,62,,0.012,0.042,0.9,0.004
2011-11-03,서대문구,65,,0.011,0.06,0.9,0.006
2011-11-03,마포구,77,,0.007,0.071,0.9,0.005
2011-11-03,양천구,64,,0.007,0.08,0.9,0.008
2011-11-03,강서구,92,,0.007,0.073,0.8,0.007
2011-11-03,구로구,79,,0.007,0.079,1.1,0.005
2011-11-03,금천구,50,,0.006,0.075,0.9,0.007
2011-11-03,영등포구,80,,0.007,0.075,1.1,0.005
2011-11-03,관악구,71,,0.007,0.074,1.1,0.004
2011-11-03,서초구,78,,0.008,0.07,1,0.005
2011-11-03,강남구,68,,0.007,0.077,1,0.006
2011-11-03,송파구,71,,0.012,0.051,0.9,0.005
2011-11-03,강동구,61,,0.014,0.042,0.7,0.006
2011-11-02,종로구,62,,0.009,0.049,0.8,0.008
2011-11-02,중구,61,,0.014,0.063,0.6,0.007
2011-11-02,용산구,63,,0.01,0.063,0.8,0.006
2011-11-02,성동구,65,,0.005,0.056,0.8,0.006
2011-11-02,광진구,63,,0.01,0.054,0.8,0.006
2011-11-02,동대문구,68,,0.011,0.073,1.2,0.007
2011-11-02,중랑구,58,,0.013,0.053,0.7,0.005
2011-11-02,성북구,58,,0.011,0.06,1,0.005
2011-11-02,강북구,45,,0.014,0.068,0.7,0.007
2011-11-02,도봉구,59,,0.014,0.053,0.8,0.005
2011-11-02,노원구,56,,0.009,0.06,0.7,0.007
2011-11-02,은평구,54,,0.016,0.04,0.9,0.005
2011-11-02,서대문구,60,,0.018,0.055,0.9,0.007
2011-11-02,마포구,71,,0.009,0.07,0.9,0.006
2011-11-02,양천구,58,,0.011,0.071,0.7,0.01
2011-11-02,강서구,82,,0.014,0.064,0.7,0.009
2011-11-02,구로구,76,,0.011,0.076,1,0.007
2011-11-02,금천구,48,,0.009,0.077,0.7,0.006
2011-11-02,영등포구,71,,0.009,0.071,1,0.006
2011-11-02,동작구,50,,0.002,0.064,0.7,0.003
2011-11-02,관악구,61,,0.013,0.067,0.9,0.006
2011-11-02,서초구,72,,0.009,0.069,0.9,0.006
2011-11-02,강남구,60,,0.008,0.076,0.9,0.007
2011-11-02,송파구,63,,0.011,0.054,0.8,0.005
2011-11-02,강동구,58,,0.011,0.048,0.7,0.007
2011-11-01,종로구,55,,0.007,0.043,0.8,0.008
2011-11-01,중구,54,,0.008,0.058,0.6,0.007
2011-11-01,용산구,52,,0.011,0.049,0.6,0.005
2011-11-01,성동구,52,,0.007,0.043,0.6,0.005
2011-11-01,광진구,54,,0.009,0.044,0.7,0.005
2011-11-01,동대문구,56,,0.012,0.057,0.9,0.006
2011-11-01,중랑구,50,,0.012,0.043,0.6,0.004
2011-11-01,성북구,51,,0.01,0.052,0.9,0.005
2011-11-01,강북구,34,,0.014,0.057,0.7,0.006
2011-11-01,도봉구,53,,0.014,0.044,0.8,0.005
2011-11-01,노원구,53,,0.011,0.047,0.6,0.006
2011-11-01,은평구,46,,0.011,0.037,0.8,0.005
2011-11-01,서대문구,46,,0.016,0.044,0.7,0.007
2011-11-01,마포구,57,,0.008,0.057,0.8,0.006
2011-11-01,양천구,41,,0.009,0.062,0.6,0.008
2011-11-01,강서구,60,,0.009,0.062,0.7,0.008
2011-11-01,구로구,57,,0.01,0.063,0.9,0.005
2011-11-01,금천구,40,,0.001,0.068,0.8,0.008
2011-11-01,영등포구,56,,0.009,0.059,0.8,0.006
2011-11-01,동작구,46,,0.006,0.062,0.8,0.005
2011-11-01,관악구,52,,0.011,0.057,0.9,0.005
2011-11-01,서초구,56,,0.01,0.054,0.8,0.005
2011-11-01,강남구,54,,0.009,0.063,0.8,0.006
2011-11-01,송파구,62,,0.009,0.044,0.8,0.005
2011-11-01,강동구,50,,0.014,0.034,0.6,0.006
2011-10-31,종로구,62,,0.005,0.046,0.9,0.007
2011-10-31,중구,64,,0.008,0.059,0.6,0.006
2011-10-31,용산구,61,,0.007,0.055,0.7,0.004
2011-10-31,성동구,60,,0.004,0.049,0.7,0.005
2011-10-31,광진구,61,,0.011,0.045,0.7,0.004
2011-10-31,동대문구,68,,0.008,0.065,1.2,0.005
2011-10-31,중랑구,60,,0.013,0.043,0.6,0.004
2011-10-31,성북구,62,,0.01,0.052,0.9,0.005
2011-10-31,강북구,41,,0.012,0.059,0.7,0.006
2011-10-31,도봉구,63,,0.017,0.04,0.6,0.005
2011-10-31,노원구,64,,0.01,0.049,0.7,0.006
2011-10-31,은평구,61,,0.008,0.041,0.9,0.004
2011-10-31,서대문구,60,,0.009,0.053,0.8,0.006
2011-10-31,마포구,67,,0.006,0.063,0.9,0.005
2011-10-31,양천구,52,,0.007,0.064,0.6,0.007
2011-10-31,강서구,73,,0.008,0.059,0.6,0.006
2011-10-31,구로구,69,,0.008,0.065,0.9,0.005
2011-10-31,금천구,45,,0.011,0.059,0.7,0.007
2011-10-31,영등포구,71,,0.005,0.064,0.9,0.004
2011-10-31,동작구,47,,0.009,0.056,0.7,0.005
2011-10-31,관악구,62,,0.009,0.061,1,0.004
2011-10-31,서초구,70,,0.007,0.062,0.9,0.005
2011-10-31,강남구,58,,0.008,0.062,0.9,0.005
2011-10-31,송파구,59,,0.012,0.042,0.8,0.005
2011-10-31,강동구,57,,0.012,0.036,0.6,0.006
2011-10-30,종로구,30,,0.014,0.024,0.5,0.006
2011-10-30,중구,31,,0.017,0.033,0.3,0.005
2011-10-30,용산구,34,,0.015,0.033,0.5,0.004
2011-10-30,성동구,38,,0.011,0.032,0.6,0.004
2011-10-30,광진구,32,,0.016,0.033,0.6,0.003
2011-10-30,동대문구,41,,0.014,0.042,0.9,0.005
2011-10-30,중랑구,28,,0.019,0.024,0.4,0.003
2011-10-30,성북구,29,,0.019,0.03,0.7,0.005
2011-10-30,강북구,32,,0.018,0.038,0.5,0.004
2011-10-30,도봉구,31,,0.023,0.024,0.5,0.005
2011-10-30,노원구,38,,0.02,0.023,0.4,0.005
2011-10-30,은평구,29,,0.015,0.024,0.7,0.003
2011-10-30,서대문구,36,,0.017,0.032,0.7,0.004
2011-10-30,마포구,41,,0.01,0.04,0.7,0.003
2011-10-30,양천구,37,,0.015,0.036,0.4,0.006
2011-10-30,강서구,45,,0.019,0.032,0.4,0.005
2011-10-30,구로구,44,,0.016,0.037,0.6,0.004
2011-10-30,금천구,33,,0.015,0.04,0.6,0.006
2011-10-30,영등포구,43,,0.013,0.039,0.7,0.003
2011-10-30,동작구,37,,0.016,0.038,0.6,0.004
2011-10-30,관악구,41,,0.015,0.039,0.7,0.003
2011-10-30,서초구,46,,0.013,0.04,0.6,0.004
2011-10-30,강남구,40,,0.01,0.046,0.7,0.004
2011-10-30,송파구,36,,0.017,0.027,0.7,0.004
2011-10-30,강동구,30,,0.02,0.027,0.6,0.005
2011-10-29,종로구,51,,0.003,0.038,0.7,0.006
2011-10-29,중구,47,,0.006,0.048,0.5,0.005
2011-10-29,용산구,44,,0.005,0.043,0.6,0.004
2011-10-29,성동구,46,,0.003,0.039,0.6,0.003
2011-10-29,광진구,42,,0.011,0.035,0.6,0.004
2011-10-29,동대문구,55,,0.004,0.057,1,0.004
2011-10-29,중랑구,46,,0.008,0.036,0.6,0.003
2011-10-29,성북구,49,,0.005,0.048,0.9,0.005
2011-10-29,강북구,44,,0.004,0.054,0.7,0.005
2011-10-29,도봉구,51,,0.004,0.045,0.8,0.005
2011-10-29,노원구,53,,0.003,0.044,0.6,0.005
2011-10-29,은평구,43,,0.007,0.031,0.8,0.003
2011-10-29,서대문구,41,,0.009,0.039,0.8,0.005
2011-10-29,마포구,50,,0.004,0.051,0.7,0.004
2011-10-29,양천구,44,,0.003,0.056,0.6,0.006
2011-10-29,강서구,58,,0.003,0.056,0.6,0.005
2011-10-29,구로구,52,,0.004,0.055,0.8,0.003
2011-10-29,금천구,41,,0.004,0.053,0.7,0.006
2011-10-29,영등포구,51,,0.003,0.056,0.9,0.003
2011-10-29,동작구,47,,0.004,0.053,0.7,0.004
2011-10-29,관악구,50,,0.004,0.055,0.8,0.003
2011-10-29,서초구,52,,0.005,0.051,0.8,0.004
2011-10-29,강남구,48,,0.003,0.06,0.8,0.004
2011-10-29,송파구,40,,0.004,0.042,1.1,0.004
2011-10-29,강동구,43,,0.005,0.038,0.6,0.005
2011-10-28,종로구,58,,0.006,0.052,0.8,0.008
2011-10-28,중구,55,,0.01,0.061,0.6,0.009
2011-10-28,용산구,56,,0.008,0.064,0.8,0.006
2011-10-28,성동구,55,,0.007,0.054,0.7,0.006
2011-10-28,광진구,58,,0.012,0.058,0.8,0.006
2011-10-28,동대문구,62,,0.01,0.072,1.1,0.007
2011-10-28,중랑구,56,,0.008,0.063,0.8,0.006
2011-10-28,성북구,54,,0.012,0.061,1,0.008
2011-10-28,강북구,44,,0.015,0.065,0.7,0.009
2011-10-28,도봉구,52,,0.017,0.051,0.8,0.008
2011-10-28,노원구,61,,0.012,0.056,0.7,0.008
2011-10-28,은평구,51,,0.013,0.042,0.8,0.006
2011-10-28,서대문구,57,,0.012,0.054,0.8,0.009
2011-10-28,마포구,59,,0.006,0.066,0.8,0.008
2011-10-28,양천구,50,,0.011,0.063,0.6,0.009
2011-10-28,강서구,64,,0.015,0.058,0.6,0.008
2011-10-28,구로구,63,,0.007,0.069,0.8,0.007
2011-10-28,금천구,50,,0.006,0.071,0.7,0.007
2011-10-28,영등포구,60,,0.008,0.069,1,0.007
2011-10-28,동작구,51,,0.01,0.063,0.8,0.006
2011-10-28,관악구,54,,0.008,0.068,0.9,0.006
2011-10-28,서초구,63,,0.008,0.067,0.9,0.007
2011-10-28,강남구,58,,0.008,0.076,0.9,0.007
2011-10-28,송파구,56,,0.011,0.057,0.9,0.006
2011-10-28,강동구,52,,0.011,0.047,0.7,0.007
2011-10-27,종로구,46,,0.004,0.044,0.6,0.006
2011-10-27,중구,47,,0.006,0.052,0.5,0.006
2011-10-27,용산구,47,,0.006,0.055,0.6,0.005
