날짜,지역,미세먼지,초미세먼지,오존,이산화질소,일산화탄소,아황산가스
2011-12-29,종로구,105,,0.007,0.039,1,0.015
2011-12-29,중구,101,,0.01,0.04,0.8,0.011
2011-12-29,용산구,105,,0.004,0.049,1,0.008
2011-12-29,성동구,107,,0.004,0.033,1.1,0.012
2011-12-29,광진구,115,,0.006,0.04,1.1,0.011
2011-12-29,동대문구,114,,0.005,0.046,1.1,0.012
2011-12-29,중랑구,118,,0.004,0.048,1.1,0.01
2011-12-29,성북구,104,,0.009,0.039,1.2,0.009
2011-12-29,강북구,76,,0.009,0.044,1,0.013
2011-12-29,도봉구,112,,0.009,0.037,1.2,0.011
2011-12-29,노원구,117,,0.008,0.038,1,0.012
2011-12-29,은평구,101,,0.007,0.037,1.3,0.01
2011-12-29,서대문구,97,,0.007,0.043,1,0.012
2011-12-29,마포구,106,,0.005,0.048,1.1,0.01
2011-12-29,양천구,91,,0.008,0.046,0.9,0.012
2011-12-29,강서구,93,,0.006,0.046,1.1,0.01
2011-12-29,구로구,92,,0.008,0.045,1,0.01
2011-12-29,금천구,88,,0.007,0.048,0.9,0.011
2011-12-29,영등포구,94,,0.003,0.035,1.3,0.01
2011-12-29,동작구,79,,0.008,0.038,0.9,0.011
2011-12-29,관악구,90,,0.006,0.042,0.9,0.011
2011-12-29,서초구,104,,0.006,0.04,1,0.008
2011-12-29,강남구,96,,0.003,0.052,1,0.011
2011-12-29,송파구,103,,0.005,0.041,1.1,0.01
2011-12-29,강동구,107,,0.005,0.044,1.1,0.013
2011-12-28,종로구,78,,0.002,0.062,1.3,0.011
2011-12-28,중구,81,,0.011,0.064,1.5,0.008
2011-12-28,용산구,75,,0.001,0.068,1.2,0.006
2011-12-28,성동구,70,,0.001,0.052,1.2,0.008
2011-12-28,광진구,75,,0.003,0.051,1.2,0.008
2011-12-28,동대문구,83,,0.001,0.07,1.4,0.007
2011-12-28,중랑구,72,,0.002,0.063,1.2,0.007
2011-12-28,성북구,71,,0.002,0.066,1.6,0.007
2011-12-28,강북구,47,,0.003,0.065,1.2,0.007
2011-12-28,도봉구,70,,0.002,0.06,1.4,0.008
2011-12-28,노원구,82,,0.002,0.059,1.2,0.008
2011-12-28,은평구,67,,0.003,0.054,1.3,0.008
2011-12-28,서대문구,68,,0.001,0.073,1.2,0.008
2011-12-28,마포구,78,,0.002,0.085,1.4,0.007
2011-12-28,양천구,79,,0.003,0.071,1.2,0.012
2011-12-28,강서구,80,,0.002,0.079,1.3,0.01
2011-12-28,구로구,71,,0.003,0.072,1.2,0.009
2011-12-28,금천구,74,,0.003,0.072,1,0.011
2011-12-28,영등포구,71,,0,0.035,1.4,0.01
2011-12-28,동작구,69,,0.003,0.062,1.2,0.009
2011-12-28,관악구,70,,0.002,0.068,1.2,0.009
2011-12-28,서초구,74,,0.002,0.057,1.3,0.006
2011-12-28,강남구,69,,0.001,0.073,1.2,0.007
2011-12-28,송파구,79,,0.002,0.062,1.6,0.009
2011-12-28,강동구,69,,0.002,0.06,1.1,0.008
2011-12-27,종로구,54,,0.005,0.043,0.8,0.007
2011-12-27,중구,56,,0.009,0.044,1.1,0.006
2011-12-27,용산구,56,,0.004,0.05,0.7,0.004
2011-12-27,성동구,57,,0.002,0.044,1,0.007
2011-12-27,광진구,59,,0.007,0.04,0.9,0.006
2011-12-27,동대문구,61,,0.003,0.056,1,0.006
2011-12-27,중랑구,55,,0.008,0.048,1,0.006
2011-12-27,성북구,50,,0.004,0.054,1.2,0.008
2011-12-27,강북구,33,,0.005,0.055,0.9,0.007
2011-12-27,도봉구,53,,0.004,0.042,0.9,0.007
2011-12-27,노원구,57,,0.004,0.048,1,0.007
2011-12-27,은평구,53,,0.006,0.04,0.8,0.006
2011-12-27,서대문구,50,,0.004,0.05,0.9,0.007
2011-12-27,마포구,59,,0.003,0.055,0.9,0.005
2011-12-27,양천구,56,,0.005,0.055,0.8,0.009
2011-12-27,강서구,60,,0.004,0.057,0.9,0.008
2011-12-27,구로구,59,,0.004,0.056,0.9,0.009
2011-12-27,금천구,56,,0.005,0.062,0.9,0.008
2011-12-27,영등포구,56,,0.003,0.027,1.3,0.008
2011-12-27,동작구,47,,0.005,0.048,0.9,0.006
2011-12-27,관악구,58,,0.004,0.056,0.9,0.007
2011-12-27,서초구,59,,0.004,0.045,0.9,0.005
2011-12-27,강남구,56,,0.002,0.058,1,0.005
2011-12-27,송파구,63,,0.005,0.048,1.1,0.008
2011-12-27,강동구,53,,0.006,0.05,0.9,0.006
2011-12-26,종로구,28,,0.018,0.018,0.3,0.004
2011-12-26,중구,26,,0.021,0.016,0.7,0.004
2011-12-26,용산구,29,,0.015,0.024,0.3,0.003
2011-12-26,성동구,28,,0.016,0.018,0.5,0.004
2011-12-26,광진구,32,,0.012,0.025,0.5,0.005
2011-12-26,동대문구,26,,0.013,0.022,0.4,0.004
2011-12-26,중랑구,29,,0.013,0.029,0.6,0.004
2011-12-26,성북구,23,,0.017,0.022,0.4,0.005
2011-12-26,강북구,20,,0.02,0.022,0.3,0.002
2011-12-26,도봉구,24,,0.02,0.011,0.4,0.003
2011-12-26,노원구,26,,0.014,0.022,0.4,0.004
2011-12-26,은평구,28,,0.015,0.02,0.5,0.005
2011-12-26,서대문구,26,,0.016,0.02,0.5,0.006
2011-12-26,마포구,31,,0.01,0.025,0.5,0.004
2011-12-26,양천구,27,,0.015,0.028,0.4,0.006
2011-12-26,강서구,30,,0.017,0.025,0.5,0.005
2011-12-26,구로구,29,,0.015,0.026,0.4,0.005
2011-12-26,금천구,25,,0.017,0.027,0.5,0.005
2011-12-26,영등포구,30,,0.012,0.017,0.7,0.005
2011-12-26,동작구,25,,0.016,0.025,0.4,0.003
2011-12-26,관악구,26,,0.014,0.023,0.4,0.004
2011-12-26,서초구,29,,0.014,0.024,0.4,0.004
2011-12-26,강남구,27,,0.012,0.029,0.4,0.003
2011-12-26,송파구,28,,0.015,0.025,0.5,0.005
2011-12-26,강동구,27,,0.015,0.03,0.5,0.004
2011-12-25,종로구,23,,0.022,0.013,0.3,0.005
2011-12-25,중구,22,,0.023,0.013,0.6,0.005
2011-12-25,용산구,25,,0.018,0.018,0.2,0.004
2011-12-25,성동구,24,,0.019,0.012,0.4,0.005
2011-12-25,광진구,27,,0.021,0.017,0.4,0.006
2011-12-25,동대문구,23,,0.016,0.014,0.3,0.005
2011-12-25,중랑구,23,,0.018,0.019,0.5,0.005
2011-12-25,성북구,20,,0.021,0.014,0.4,0.004
2011-12-25,강북구,17,,0.025,0.016,0.3,0.003
2011-12-25,도봉구,21,,0.023,0.006,0.4,0.004
2011-12-25,노원구,22,,0.019,0.013,0.3,0.005
2011-12-25,은평구,25,,0.018,0.016,0.5,0.006
2011-12-25,서대문구,22,,0.019,0.016,0.5,0.007
2011-12-25,마포구,25,,0.013,0.02,0.4,0.004
2011-12-25,양천구,20,,0.019,0.021,0.3,0.006
2011-12-25,강서구,22,,0.022,0.018,0.4,0.005
2011-12-25,구로구,20,,0.021,0.018,0.4,0.006
2011-12-25,금천구,21,,0.021,0.02,0.4,0.006
2011-12-25,영등포구,22,,0.02,0.01,0.6,0.005
2011-12-25,동작구,19,,0.023,0.015,0.3,0.003
2011-12-25,관악구,20,,0.019,0.016,0.3,0.005
2011-12-25,서초구,22,,0.02,0.016,0.4,0.005
2011-12-25,강남구,22,,0.017,0.02,0.3,0.003
2011-12-25,송파구,21,,0.022,0.016,0.4,0.005
2011-12-25,강동구,21,,0.022,0.019,0.4,0.005
2011-12-24,종로구,29,,0.015,0.022,0.4,0.006
2011-12-24,중구,28,,0.017,0.022,0.5,0.006
2011-12-24,용산구,30,,0.012,0.026,0.3,0.004
2011-12-24,성동구,29,,0.012,0.02,0.5,0.005
2011-12-24,광진구,32,,0.015,0.023,0.6,0.005
2011-12-24,동대문구,31,,0.011,0.026,0.4,0.005
2011-12-24,중랑구,32,,0.013,0.027,0.6,0.006
2011-12-24,성북구,26,,0.015,0.023,0.6,0.005
2011-12-24,강북구,25,,0.017,0.028,0.4,0.004
2011-12-24,도봉구,27,,0.017,0.018,0.5,0.005
2011-12-24,노원구,30,,0.013,0.023,0.5,0.005
2011-12-24,은평구,30,,0.012,0.025,0.6,0.006
2011-12-24,서대문구,28,,0.012,0.026,0.6,0.007
2011-12-24,마포구,31,,0.009,0.03,0.6,0.005
2011-12-24,양천구,24,,0.012,0.029,0.4,0.007
2011-12-24,강서구,30,,0.014,0.03,0.5,0.006
2011-12-24,구로구,28,,0.015,0.027,0.5,0.006
2011-12-24,금천구,32,,0.014,0.029,0.5,0.006
2011-12-24,영등포구,28,,0.011,0.015,0.7,0.006
2011-12-24,동작구,26,,0.015,0.022,0.4,0.004
2011-12-24,관악구,27,,0.013,0.025,0.5,0.006
2011-12-24,서초구,30,,0.014,0.025,0.5,0.005
2011-12-24,강남구,28,,0.01,0.03,0.5,0.004
2011-12-24,송파구,27,,0.012,0.024,0.5,0.005
2011-12-24,강동구,26,,0.015,0.027,0.5,0.006
2011-12-23,종로구,35,,0.009,0.029,0.5,0.007
2011-12-23,중구,34,,0.014,0.026,0.7,0.006
2011-12-23,용산구,34,,0.008,0.032,0.4,0.004
2011-12-23,성동구,35,,0.006,0.028,0.6,0.006
2011-12-23,광진구,37,,0.009,0.031,0.6,0.006
2011-12-23,동대문구,37,,0.007,0.037,0.5,0.006
2011-12-23,중랑구,36,,0.009,0.033,0.6,0.006
2011-12-23,성북구,31,,0.009,0.032,0.7,0.006
2011-12-23,강북구,22,,0.012,0.034,0.4,0.005
2011-12-23,도봉구,31,,0.011,0.024,0.6,0.005
2011-12-23,노원구,32,,0.009,0.029,0.5,0.006
2011-12-23,은평구,34,,0.011,0.025,0.5,0.006
2011-12-23,서대문구,31,,0.009,0.029,0.6,0.007
2011-12-23,마포구,36,,0.007,0.033,0.6,0.005
2011-12-23,양천구,33,,0.009,0.034,0.4,0.008
2011-12-23,강서구,38,,0.01,0.035,0.5,0.006
2011-12-23,구로구,33,,0.009,0.035,0.5,0.007
2011-12-23,금천구,31,,0.01,0.036,0.5,0.007
2011-12-23,영등포구,35,,0.007,0.019,0.9,0.007
2011-12-23,동작구,30,,0.01,0.029,0.5,0.005
2011-12-23,관악구,32,,0.008,0.033,0.5,0.006
2011-12-23,서초구,34,,0.01,0.031,0.5,0.006
2011-12-23,강남구,36,,0.006,0.042,0.6,0.005
2011-12-23,송파구,36,,0.008,0.033,0.6,0.007
2011-12-23,강동구,35,,0.01,0.034,0.5,0.006
2011-12-22,종로구,41,,0.02,0.014,0.3,0.006
2011-12-22,중구,41,,0.023,0.012,0.3,0.006
2011-12-22,용산구,43,,0.018,0.019,0.2,0.005
2011-12-22,성동구,46,,0.019,0.012,0.4,0.006
2011-12-22,광진구,50,,0.021,0.017,0.4,0.007
2011-12-22,동대문구,43,,0.016,0.016,0.3,0.006
2011-12-22,중랑구,41,,0.019,0.017,0.4,0.006
2011-12-22,성북구,36,,0.022,0.013,0.3,0.006
2011-12-22,강북구,27,,0.023,0.019,0.3,0.005
2011-12-22,도봉구,39,,0.023,0.008,0.4,0.004
2011-12-22,노원구,35,,0.019,0.012,0.3,0.005
2011-12-22,은평구,44,,0.017,0.016,0.4,0.006
2011-12-22,서대문구,43,,0.019,0.014,0.6,0.007
2011-12-22,마포구,48,,0.013,0.019,0.5,0.005
2011-12-22,양천구,35,,0.018,0.021,0.4,0.007
2011-12-22,강서구,47,,0.022,0.017,0.5,0.006
2011-12-22,구로구,43,,0.021,0.019,0.4,0.006
2011-12-22,금천구,33,,0.021,0.019,0.4,0.007
2011-12-22,영등포구,46,,0.017,0.012,0.8,0.006
2011-12-22,동작구,39,,0.023,0.016,0.4,0.004
2011-12-22,관악구,39,,0.018,0.016,0.4,0.005
2011-12-22,서초구,48,,0.02,0.017,0.4,0.005
2011-12-22,강남구,40,,0.015,0.023,0.4,0.005
2011-12-22,송파구,41,,0.022,0.017,0.4,0.006
2011-12-22,강동구,37,,0.022,0.017,0.4,0.006
2011-12-21,종로구,58,,0.006,0.041,0.8,0.011
2011-12-21,중구,57,,0.011,0.046,0.6,0.008
2011-12-21,용산구,58,,0.003,0.048,0.7,0.007
2011-12-21,성동구,58,,0.004,0.037,0.8,0.009
2011-12-21,광진구,62,,0.006,0.041,0.9,0.008
2011-12-21,동대문구,62,,0.004,0.051,0.9,0.008
2011-12-21,중랑구,56,,0.006,0.049,0.7,0.007
2011-12-21,성북구,54,,0.006,0.046,1,0.006
2011-12-21,강북구,38,,0.01,0.046,0.7,0.008
2011-12-21,도봉구,50,,0.01,0.037,0.9,0.007
2011-12-21,노원구,62,,0.004,0.043,0.7,0.008
2011-12-21,은평구,57,,0.005,0.043,0.8,0.008
2011-12-21,서대문구,55,,0.004,0.048,0.9,0.01
2011-12-21,마포구,62,,0.003,0.05,0.8,0.007
2011-12-21,양천구,56,,0.007,0.047,0.7,0.011
2011-12-21,강서구,58,,0.006,0.051,0.8,0.009
2011-12-21,구로구,57,,0.007,0.045,0.8,0.01
2011-12-21,금천구,55,,0.007,0.046,0.7,0.01
2011-12-21,영등포구,56,,0.004,0.024,1.1,0.011
2011-12-21,동작구,59,,0.008,0.038,0.7,0.009
2011-12-21,관악구,56,,0.006,0.046,0.8,0.01
2011-12-21,서초구,59,,0.006,0.043,0.8,0.009
2011-12-21,강남구,58,,0.003,0.051,0.8,0.008
2011-12-21,송파구,55,,0.006,0.046,0.9,0.009
2011-12-21,강동구,56,,0.004,0.047,0.8,0.009
2011-12-20,종로구,49,,0.005,0.045,0.8,0.01
2011-12-20,중구,48,,0.011,0.044,0.7,0.008
2011-12-20,용산구,52,,0.004,0.05,0.7,0.006
2011-12-20,성동구,54,,0.002,0.044,0.9,0.008
2011-12-20,광진구,60,,0.005,0.042,0.9,0.008
2011-12-20,동대문구,53,,0.003,0.056,0.9,0.009
2011-12-20,중랑구,51,,0.005,0.05,0.8,0.007
2011-12-20,성북구,44,,0.004,0.05,1,0.007
2011-12-20,강북구,31,,0.006,0.054,0.8,0.009
2011-12-20,도봉구,52,,0.006,0.042,0.9,0.008
2011-12-20,노원구,56,,0.004,0.048,0.9,0.009
2011-12-20,은평구,42,,0.006,0.04,0.6,0.007
2011-12-20,서대문구,42,,0.005,0.048,0.8,0.009
2011-12-20,마포구,53,,0.003,0.055,0.8,0.007
2011-12-20,양천구,45,,0.005,0.058,0.8,0.01
2011-12-20,강서구,60,,0.003,0.06,0.9,0.01
2011-12-20,구로구,50,,0.005,0.058,0.8,0.008
2011-12-20,금천구,42,,0.004,0.063,0.8,0.009
2011-12-20,영등포구,53,,0.004,0.028,1.1,0.01
2011-12-20,동작구,48,,0.004,0.044,0.8,0.008
2011-12-20,관악구,49,,0.005,0.058,0.9,0.008
2011-12-20,서초구,56,,0.005,0.05,0.8,0.007
2011-12-20,강남구,58,,0.002,0.064,1,0.007
2011-12-20,송파구,56,,0.004,0.05,1.1,0.009
2011-12-20,강동구,52,,0.004,0.05,0.9,0.007
2011-12-19,종로구,35,,0.009,0.032,0.6,0.006
2011-12-19,중구,35,,0.013,0.032,0.6,0.006
2011-12-19,용산구,37,,0.008,0.037,0.5,0.005
2011-12-19,성동구,38,,0.006,0.031,0.6,0.006
2011-12-19,광진구,44,,0.008,0.034,0.7,0.006
2011-12-19,동대문구,37,,0.007,0.037,0.6,0.007
2011-12-19,중랑구,37,,0.009,0.037,0.7,0.006
2011-12-19,성북구,33,,0.008,0.04,0.8,0.008
2011-12-19,강북구,20,,0.011,0.041,0.6,0.006
2011-12-19,도봉구,36,,0.011,0.03,0.7,0.005
2011-12-19,노원구,39,,0.006,0.037,0.7,0.006
2011-12-19,은평구,35,,0.009,0.03,0.5,0.006
2011-12-19,서대문구,34,,0.009,0.035,0.8,0.007
2011-12-19,마포구,40,,0.005,0.041,0.7,0.005
2011-12-19,양천구,29,,0.008,0.042,0.6,0.008
2011-12-19,강서구,44,,0.008,0.046,0.7,0.007
2011-12-19,구로구,35,,0.009,0.041,0.6,0.007
2011-12-19,금천구,29,,0.008,0.048,0.7,0.008
2011-12-19,영등포구,38,,0.006,0.023,1,0.008
2011-12-19,동작구,37,,0.007,0.035,0.6,0.006
2011-12-19,관악구,34,,0.008,0.041,0.6,0.007
2011-12-19,서초구,40,,0.009,0.038,0.7,0.006
2011-12-19,강남구,39,,0.006,0.044,0.6,0.005
2011-12-19,송파구,39,,0.007,0.037,0.8,0.008
2011-12-19,강동구,38,,0.005,0.043,0.7,0.006
2011-12-18,종로구,40,,0.011,0.029,0.6,0.006
2011-12-18,중구,38,,0.014,0.032,0.9,0.007
2011-12-18,용산구,38,,0.009,0.035,0.6,0.005
2011-12-18,성동구,37,,0.01,0.027,0.7,0.005
2011-12-18,광진구,40,,0.013,0.027,0.7,0.005
2011-12-18,동대문구,40,,0.01,0.035,0.7,0.006
2011-12-18,중랑구,36,,0.01,0.034,0.6,0.005
2011-12-18,성북구,35,,0.012,0.034,0.9,0.006
2011-12-18,강북구,24,,0.015,0.035,0.6,0.006
2011-12-18,도봉구,38,,0.014,0.025,0.7,0.006
2011-12-18,노원구,41,,0.011,0.031,0.6,0.006
2011-12-18,은평구,36,,0.01,0.029,0.6,0.006
2011-12-18,서대문구,35,,0.01,0.034,0.7,0.007
2011-12-18,마포구,42,,0.007,0.042,0.8,0.005
2011-12-18,양천구,30,,0.01,0.041,0.6,0.008
2011-12-18,강서구,43,,0.009,0.04,0.7,0.006
2011-12-18,구로구,37,,0.011,0.037,0.7,0.006
2011-12-18,금천구,29,,0.01,0.04,0.6,0.007
2011-12-18,영등포구,40,,0.007,0.021,0.9,0.007
2011-12-18,동작구,39,,0.011,0.033,0.7,0.005
2011-12-18,관악구,36,,0.01,0.039,0.7,0.006
2011-12-18,서초구,43,,0.01,0.035,0.7,0.005
2011-12-18,강남구,37,,0.007,0.04,0.6,0.004
2011-12-18,송파구,36,,0.012,0.031,0.7,0.006
2011-12-18,강동구,34,,0.01,0.034,0.6,0.006
2011-12-17,종로구,38,,0.01,0.024,0.4,0.006
2011-12-17,중구,33,,0.012,0.027,1.2,0.008
2011-12-17,용산구,36,,0.008,0.03,0.4,0.005
2011-12-17,성동구,36,,0.009,0.023,0.5,0.006
2011-12-17,광진구,46,,0.01,0.027,0.6,0.006
2011-12-17,동대문구,39,,0.009,0.028,0.5,0.006
2011-12-17,중랑구,39,,0.009,0.033,0.6,0.006
2011-12-17,성북구,37,,0.011,0.03,0.6,0.006
2011-12-17,강북구,25,,0.012,0.034,0.5,0.005
2011-12-17,도봉구,38,,0.012,0.023,0.6,0.005
2011-12-17,노원구,36,,0.009,0.03,0.6,0.006
2011-12-17,은평구,36,,0.01,0.025,0.4,0.006
2011-12-17,서대문구,34,,0.009,0.028,0.6,0.008
2011-12-17,마포구,37,,0.006,0.031,0.5,0.005
2011-12-17,양천구,26,,0.011,0.031,0.4,0.008
2011-12-17,강서구,39,,0.01,0.032,0.5,0.007
2011-12-17,구로구,33,,0.011,0.03,0.5,0.007
2011-12-17,금천구,25,,0.011,0.033,0.5,0.007
2011-12-17,영등포구,36,,0.009,0.017,0.6,0.007
2011-12-17,동작구,32,,0.01,0.027,0.5,0.005
2011-12-17,관악구,33,,0.01,0.032,0.5,0.007
2011-12-17,서초구,39,,0.01,0.029,0.5,0.006
2011-12-17,강남구,39,,0.006,0.036,0.5,0.005
2011-12-17,송파구,40,,0.009,0.031,0.6,0.007
2011-12-17,강동구,39,,0.009,0.033,0.6,0.006
2011-12-16,종로구,35,,0.016,0.013,0.3,0.005
2011-12-16,중구,35,,0.02,0.014,0.8,0.006
2011-12-16,용산구,35,,0.015,0.019,0.3,0.004
2011-12-16,성동구,36,,0.016,0.012,0.4,0.005
2011-12-16,광진구,37,,0.019,0.015,0.4,0.005
2011-12-16,동대문구,36,,0.015,0.015,0.3,0.005
2011-12-16,중랑구,33,,0.016,0.016,0.4,0.005
2011-12-16,성북구,32,,0.02,0.012,0.3,0.007
2011-12-16,강북구,24,,0.022,0.016,0.3,0.004
2011-12-16,도봉구,35,,0.02,0.008,0.4,0.005
2011-12-16,노원구,31,,0.017,0.013,0.3,0.004
2011-12-16,은평구,38,,0.013,0.017,0.3,0.006
2011-12-16,서대문구,33,,0.017,0.013,0.5,0.007
2011-12-16,마포구,39,,0.011,0.018,0.4,0.005
2011-12-16,양천구,23,,0.017,0.019,0.3,0.007
2011-12-16,강서구,38,,0.02,0.016,0.4,0.006
2011-12-16,구로구,33,,0.018,0.018,0.4,0.006
2011-12-16,금천구,24,,0.018,0.019,0.4,0.006
2011-12-16,영등포구,37,,0.015,0.011,0.7,0.006
2011-12-16,동작구,29,,0.019,0.018,0.3,0.004
2011-12-16,관악구,31,,0.016,0.019,0.4,0.006
2011-12-16,서초구,40,,0.017,0.017,0.4,0.005
2011-12-16,강남구,33,,0.013,0.022,0.4,0.004
2011-12-16,송파구,33,,0.019,0.016,0.4,0.005
2011-12-16,강동구,31,,0.018,0.017,0.4,0.005
2011-12-15,종로구,23,,0.017,0.014,0.3,0.005
2011-12-15,중구,22,,0.02,0.015,0.5,0.006
2011-12-15,용산구,24,,0.015,0.021,0.2,0.004
2011-12-15,성동구,26,,0.017,0.012,0.4,0.004
2011-12-15,광진구,30,,0.019,0.016,0.4,0.005
2011-12-15,동대문구,25,,0.016,0.016,0.3,0.005
2011-12-15,중랑구,23,,0.017,0.017,0.4,0.005
2011-12-15,성북구,20,,0.02,0.013,0.3,0.005
2011-12-15,강북구,16,,0.022,0.018,0.2,0.004
2011-12-15,도봉구,21,,0.022,0.009,0.3,0.003
2011-12-15,노원구,25,,0.018,0.013,0.3,0.005
2011-12-15,은평구,25,,0.019,0.018,0.3,0.005
2011-12-15,서대문구,23,,0.017,0.014,0.5,0.007
2011-12-15,마포구,25,,0.011,0.021,0.4,0.005
2011-12-15,양천구,18,,0.016,0.021,0.3,0.006
2011-12-15,강서구,24,,0.019,0.018,0.4,0.005
2011-12-15,구로구,21,,0.019,0.019,0.4,0.005
2011-12-15,금천구,18,,0.018,0.02,0.4,0.006
2011-12-15,영등포구,23,,0.015,0.012,0.7,0.005
2011-12-15,동작구,24,,0.018,0.02,0.3,0.003
2011-12-15,관악구,21,,0.016,0.02,0.4,0.005
2011-12-15,서초구,27,,0.018,0.019,0.4,0.004
2011-12-15,강남구,23,,0.013,0.024,0.4,0.004
2011-12-15,송파구,24,,0.019,0.017,0.4,0.005
2011-12-15,강동구,22,,0.019,0.02,0.3,0.006
2011-12-14,종로구,86,,0.003,0.055,1.2,0.013
2011-12-14,중구,80,,0.011,0.062,1.3,0.01
2011-12-14,용산구,79,,0.002,0.063,1.1,0.008
2011-12-14,성동구,82,,0.003,0.051,1.2,0.011
2011-12-14,광진구,82,,0.004,0.049,1.2,0.009
2011-12-14,동대문구,94,,0.003,0.069,1.4,0.009
2011-12-14,중랑구,80,,0.003,0.06,1.1,0.008
2011-12-14,성북구,77,,0.004,0.06,1.4,0.01
2011-12-14,강북구,51,,0.004,0.065,1,0.011
2011-12-14,도봉구,77,,0.004,0.056,1.3,0.01
2011-12-14,노원구,91,,0.004,0.057,1.1,0.01
2011-12-14,은평구,70,,0.008,0.053,1.1,0.008
2011-12-14,서대문구,71,,0.003,0.063,1.2,0.01
2011-12-14,마포구,84,,0.002,0.077,1.3,0.009
2011-12-14,양천구,62,,0.005,0.064,1.1,0.013
2011-12-14,강서구,86,,0.003,0.065,1.1,0.011
2011-12-14,구로구,82,,0.005,0.066,1.2,0.012
2011-12-14,금천구,60,,0.003,0.068,1,0.013
2011-12-14,영등포구,83,,0.002,0.032,1.4,0.01
2011-12-14,동작구,78,,0.004,0.055,1.1,0.012
2011-12-14,관악구,77,,0.004,0.066,1.2,0.011
2011-12-14,서초구,94,,0.004,0.062,1.3,0.009
2011-12-14,강남구,85,,0.001,0.074,1.3,0.01
2011-12-14,송파구,85,,0.003,0.059,1.3,0.011
2011-12-14,강동구,74,,0.004,0.058,1,0.009
2011-12-13,종로구,51,,0.004,0.042,0.8,0.008
2011-12-13,중구,52,,0.009,0.048,0.9,0.008
2011-12-13,용산구,53,,0.005,0.049,0.7,0.005
2011-12-13,성동구,54,,0.004,0.04,0.8,0.007
2011-12-13,광진구,62,,0.006,0.041,0.8,0.007
2011-12-13,동대문구,57,,0.005,0.053,0.9,0.007
2011-12-13,중랑구,52,,0.008,0.04,0.7,0.006
2011-12-13,성북구,46,,0.005,0.045,0.9,0.008
2011-12-13,강북구,32,,0.005,0.051,0.7,0.007
2011-12-13,도봉구,47,,0.006,0.042,0.8,0.005
2011-12-13,노원구,53,,0.007,0.042,0.8,0.006
2011-12-13,은평구,48,,0.008,0.04,0.7,0.005
2011-12-13,서대문구,45,,0.003,0.05,0.9,0.007
2011-12-13,마포구,55,,0.003,0.055,0.8,0.006
2011-12-13,양천구,40,,0.005,0.054,0.7,0.009
2011-12-13,강서구,60,,0.004,0.054,0.8,0.007
2011-12-13,구로구,54,,0.005,0.056,0.9,0.006
2011-12-13,금천구,41,,0.004,0.066,1,0.008
2011-12-13,영등포구,54,,0.002,0.028,1,0.007
2011-12-13,동작구,53,,0.005,0.049,0.9,0.007
2011-12-13,관악구,54,,0.004,0.056,0.9,0.007
2011-12-13,서초구,60,,0.005,0.048,0.9,0.006
2011-12-13,강남구,59,,0.002,0.062,0.9,0.006
2011-12-13,송파구,57,,0.005,0.047,1,0.007
2011-12-13,강동구,50,,0.006,0.049,0.8,0.006
2011-12-12,종로구,45,,0.009,0.029,0.6,0.008
2011-12-12,중구,46,,0.014,0.032,0.5,0.008
2011-12-12,용산구,46,,0.007,0.037,0.6,0.005
2011-12-12,성동구,44,,0.007,0.029,0.7,0.006
2011-12-12,광진구,49,,0.01,0.033,0.8,0.005
2011-12-12,동대문구,49,,0.008,0.04,0.7,0.007
2011-12-12,중랑구,45,,0.008,0.035,0.8,0.005
2011-12-12,성북구,40,,0.011,0.03,0.8,0.006
2011-12-12,강북구,33,,0.018,0.036,0.6,0.006
2011-12-12,도봉구,44,,0.013,0.027,0.7,0.006
2011-12-12,노원구,49,,0.013,0.027,0.6,0.006
2011-12-12,은평구,52,,0.012,0.029,0.7,0.006
2011-12-12,서대문구,50,,0.008,0.032,0.8,0.008
2011-12-12,마포구,55,,0.005,0.042,0.7,0.007
2011-12-12,양천구,41,,0.008,0.04,0.6,0.009
2011-12-12,강서구,51,,0.009,0.039,0.8,0.006
2011-12-12,구로구,46,,0.008,0.038,0.7,0.007
2011-12-12,금천구,33,,0.01,0.038,0.8,0.007
2011-12-12,영등포구,52,,0.006,0.022,1,0.008
2011-12-12,동작구,29,,0.01,0.031,0.6,0.007
2011-12-12,관악구,44,,0.009,0.036,0.7,0.007
2011-12-12,서초구,54,,0.008,0.036,0.7,0.006
2011-12-12,강남구,44,,0.006,0.043,0.7,0.006
2011-12-12,송파구,45,,0.009,0.035,0.8,0.006
2011-12-12,강동구,42,,0.01,0.041,0.7,0.006
2011-12-11,종로구,41,,0.005,0.033,0.6,0.007
2011-12-11,중구,39,,0.01,0.037,0.7,0.008
2011-12-11,용산구,39,,0.005,0.038,0.7,0.005
2011-12-11,성동구,38,,0.005,0.03,0.7,0.006
2011-12-11,광진구,44,,0.007,0.035,0.9,0.006
2011-12-11,동대문구,43,,0.005,0.042,0.8,0.006
2011-12-11,중랑구,41,,0.005,0.041,1,0.005
2011-12-11,성북구,39,,0.006,0.041,1,0.006
2011-12-11,강북구,32,,0.006,0.046,0.7,0.006
2011-12-11,도봉구,41,,0.006,0.037,1,0.005
2011-12-11,노원구,48,,0.005,0.04,0.8,0.006
2011-12-11,은평구,38,,0.008,0.034,0.7,0.006
2011-12-11,서대문구,34,,0.007,0.033,0.7,0.008
2011-12-11,마포구,39,,0.006,0.038,0.6,0.007
