날짜,측정소명,미세먼지,초미세먼지,오존,이산화질소,일산화탄소,아황산가스
2015-12-30,구로구,54,32,0.003,0.041,1,0.006
2015-12-30,금천구,62,45,0.006,0.051,1,0.006
2015-12-30,영등포구,68,30,0.004,0.037,0.9,0.006
2015-12-30,동작구,57,38,0.005,0.057,0.8,0.006
2015-12-30,관악구,61,37,0.004,0.053,1.1,0.006
2015-12-30,서초구,54,31,0.004,0.043,0.7,0.007
2015-12-30,강남구,63,32,0.004,0.048,0.7,0.006
2015-12-30,송파구,56,30,0.005,0.047,0.9,0.006
2015-12-30,강동구,65,32,0.002,0.043,0.8,0.004
2015-12-29,종로구,60,38,0.004,0.051,0.7,0.006
2015-12-29,중구,55,25,0.005,0.063,1.3,0.008
2015-12-29,용산구,46,33,0.003,0.049,0.7,0.005
2015-12-29,성동구,66,29,0.004,0.054,0.9,0.005
2015-12-29,광진구,72,45,0.004,0.049,0.9,0.007
2015-12-29,동대문구,59,31,0.004,0.056,1.1,0.008
2015-12-29,중랑구,63,35,0.004,0.057,1.1,0.007
2015-12-29,성북구,57,29,0.005,0.058,1.2,0.009
2015-12-29,강북구,36,22,0.004,0.05,1.1,0.006
2015-12-29,도봉구,54,28,0.005,0.055,0.9,0.007
2015-12-29,노원구,54,35,0.004,0.054,1.1,0.009
2015-12-29,은평구,52,26,0.008,0.04,0.7,0.007
2015-12-29,서대문구,58,29,0.005,0.063,1.1,0.006
2015-12-29,마포구,47,34,0.005,0.045,1,0.006
2015-12-29,양천구,73,47,0.003,0.053,1.1,0.005
2015-12-29,강서구,59,27,0.003,0.052,1,0.007
2015-12-29,구로구,46,28,0.004,0.041,1,0.007
2015-12-29,금천구,58,40,0.004,0.055,1,0.006
2015-12-29,영등포구,64,26,0.004,0.038,1,0.007
2015-12-29,동작구,45,28,0.005,0.058,0.9,0.006
2015-12-29,관악구,54,32,0.005,0.049,1.1,0.007
2015-12-29,서초구,65,27,0.004,0.048,0.9,0.008
2015-12-29,강남구,56,28,0.005,0.053,0.8,0.005
2015-12-29,송파구,70,35,0.004,0.055,1.2,0.009
2015-12-29,강동구,67,32,0.002,0.052,1,0.004
2015-12-28,종로구,26,17,0.018,0.021,0.3,0.004
2015-12-28,중구,23,11,0.019,0.026,0.8,0.005
2015-12-28,용산구,22,15,0.002,0.027,0.2,0.005
2015-12-28,성동구,28,12,0.008,0.026,0.4,0.004
2015-12-28,광진구,33,21,0.013,0.027,0.4,0.005
2015-12-28,동대문구,25,12,0.015,0.026,0.6,0.005
2015-12-28,중랑구,29,15,0.011,0.032,0.5,0.006
2015-12-28,성북구,24,11,0.019,0.025,0.5,0.005
2015-12-28,강북구,15,10,0.017,0.024,0.5,0.003
2015-12-28,도봉구,26,14,0.021,0.024,0.4,0.004
2015-12-28,노원구,28,22,0.012,0.03,0.6,0.006
2015-12-28,은평구,26,14,0.02,0.025,0.6,0.006
2015-12-28,서대문구,28,12,0.018,0.028,0.6,0.004
2015-12-28,마포구,21,16,0.015,0.024,0.5,0.004
2015-12-28,양천구,34,19,0.013,0.031,0.5,0.004
2015-12-28,강서구,33,15,0.011,0.029,0.6,0.006
2015-12-28,구로구,23,15,0.014,0.025,0.6,0.005
2015-12-28,금천구,29,18,0.014,0.03,0.5,0.004
2015-12-28,영등포구,32,14,0.01,0.027,0.6,0.006
2015-12-28,동작구,22,8,0.016,0.031,0.4,0.004
2015-12-28,관악구,30,16,0.012,0.027,0.5,0.004
2015-12-28,서초구,37,14,0.012,0.027,0.3,0.006
2015-12-28,강남구,23,12,0.02,0.026,0.4,0.004
2015-12-28,송파구,30,15,0.013,0.03,0.4,0.004
2015-12-28,강동구,34,15,0.009,0.031,0.5,0.004
2015-12-27,종로구,33,21,0.019,0.017,0.2,0.005
2015-12-27,중구,28,12,0.019,0.023,0.7,0.006
2015-12-27,용산구,27,19,0.002,0.023,0.2,0.005
2015-12-27,성동구,35,16,0.018,0.023,0.5,0.005
2015-12-27,광진구,34,23,0.018,0.02,0.3,0.005
2015-12-27,동대문구,29,14,0.018,0.021,0.6,0.005
2015-12-27,중랑구,27,14,0.017,0.024,0.5,0.006
2015-12-27,성북구,28,13,0.02,0.022,0.5,0.006
2015-12-27,강북구,16,10,0.021,0.018,0.4,0.003
2015-12-27,도봉구,25,12,0.029,0.014,0.3,0.005
2015-12-27,노원구,24,17,0.023,0.012,0.4,0.006
2015-12-27,은평구,31,15,0.024,0.019,0.5,0.007
2015-12-27,서대문구,35,15,0.021,0.023,0.6,0.005
2015-12-27,마포구,26,20,0.02,0.017,0.4,0.005
2015-12-27,양천구,35,20,0.019,0.02,0.5,0.003
2015-12-27,강서구,31,14,0.019,0.016,0.5,0.005
2015-12-27,구로구,26,16,0.019,0.018,0.5,0.005
2015-12-27,금천구,32,20,0.019,0.022,0.4,0.004
2015-12-27,영등포구,35,15,0.015,0.017,0.4,0.006
2015-12-27,동작구,25,14,0.019,0.024,0.4,0.004
2015-12-27,관악구,33,18,0.017,0.017,0.5,0.004
2015-12-27,서초구,33,15,0.015,0.022,0.3,0.006
2015-12-27,강남구,29,14,0.023,0.022,0.4,0.004
2015-12-27,송파구,27,14,0.022,0.019,0.3,0.005
2015-12-27,강동구,29,14,0.015,0.021,0.4,0.004
2015-12-26,종로구,76,48,0.012,0.032,0.5,0.006
2015-12-26,중구,69,31,0.012,0.044,0.8,0.007
2015-12-26,용산구,66,43,0.002,0.035,0.5,0.005
2015-12-26,성동구,89,40,0.012,0.033,0.7,0.005
2015-12-26,광진구,84,53,0.012,0.033,0.7,0.005
2015-12-26,동대문구,74,35,0.011,0.035,0.9,0.007
2015-12-26,중랑구,74,38,0.01,0.041,0.9,0.007
2015-12-26,성북구,69,35,0.012,0.038,0.9,0.007
2015-12-26,강북구,41,24,0.011,0.035,0.8,0.005
2015-12-26,도봉구,66,34,0.018,0.034,0.7,0.006
2015-12-26,노원구,66,39,0.012,0.035,0.7,0.007
2015-12-26,은평구,77,38,0.014,0.035,0.8,0.008
2015-12-26,서대문구,90,37,0.013,0.044,0.8,0.005
2015-12-26,마포구,69,51,0.011,0.034,0.8,0.006
2015-12-26,양천구,91,54,0.012,0.034,0.8,0.006
2015-12-26,강서구,72,38,0.012,0.03,0.8,0.007
2015-12-26,구로구,67,41,0.013,0.029,0.8,0.007
2015-12-26,금천구,83,52,0.014,0.035,0.8,0.006
2015-12-26,영등포구,92,37,0.009,0.029,0.9,0.006
2015-12-26,동작구,75,41,0.013,0.04,0.7,0.006
2015-12-26,관악구,78,46,0.011,0.032,0.9,0.006
2015-12-26,서초구,79,34,0.012,0.031,0.6,0.007
2015-12-26,강남구,74,38,0.014,0.034,0.7,0.006
2015-12-26,송파구,69,34,0.015,0.033,0.6,0.006
2015-12-26,강동구,78,36,0.009,0.036,0.7,0.005
2015-12-25,종로구,30,19,0.018,0.022,0.2,0.006
2015-12-25,중구,26,12,0.018,0.033,0.6,0.007
2015-12-25,용산구,25,17,0.002,0.028,0.2,0.005
2015-12-25,성동구,33,16,0.015,0.028,0.5,0.005
2015-12-25,광진구,34,22,0.017,0.025,0.4,0.005
2015-12-25,동대문구,28,14,0.019,0.023,0.5,0.006
2015-12-25,중랑구,31,15,0.015,0.031,0.5,0.007
2015-12-25,성북구,26,12,0.019,0.027,0.5,0.006
2015-12-25,강북구,17,10,0.02,0.024,0.5,0.004
2015-12-25,도봉구,27,14,0.026,0.023,0.4,0.005
2015-12-25,노원구,29,19,0.018,0.025,0.5,0.007
2015-12-25,은평구,30,16,0.021,0.026,0.4,0.007
2015-12-25,서대문구,32,14,0.019,0.032,0.6,0.005
2015-12-25,마포구,26,19,0.017,0.027,0.5,0.005
2015-12-25,양천구,33,20,0.016,0.029,0.5,0.004
2015-12-25,강서구,28,14,0.015,0.025,0.5,0.006
2015-12-25,구로구,24,14,0.018,0.023,0.5,0.006
2015-12-25,금천구,30,18,0.018,0.027,0.5,0.005
2015-12-25,영등포구,32,14,0.013,0.022,0.5,0.006
2015-12-25,동작구,24,16,0.018,0.03,0.4,0.005
2015-12-25,관악구,33,18,0.015,0.024,0.5,0.005
2015-12-25,서초구,34,14,0.015,0.027,0.3,0.006
2015-12-25,강남구,27,14,0.023,0.027,0.4,0.005
2015-12-25,송파구,25,14,0.02,0.025,0.4,0.005
2015-12-25,강동구,32,16,0.012,0.03,0.5,0.005
2015-12-24,종로구,102,70,0.012,0.039,0.7,0.008
2015-12-24,중구,98,53,0.013,0.052,0.9,0.009
2015-12-24,용산구,86,67,0.001,0.044,0.7,0.007
2015-12-24,성동구,114,60,0.01,0.042,1,0.005
2015-12-24,광진구,97,70,0.01,0.037,0.8,0.006
2015-12-24,동대문구,96,55,0.011,0.046,1.1,0.009
2015-12-24,중랑구,91,56,0.009,0.048,1,0.008
2015-12-24,성북구,89,53,0.011,0.047,1.1,0.008
2015-12-24,강북구,53,34,0.012,0.042,1,0.007
2015-12-24,도봉구,94,58,0.021,0.039,0.8,0.007
2015-12-24,노원구,87,57,0.01,0.046,1,0.009
2015-12-24,은평구,102,62,0.018,0.037,0.8,0.008
2015-12-24,서대문구,123,62,0.016,0.046,0.8,0.007
2015-12-24,마포구,95,77,0.012,0.041,0.9,0.008
2015-12-24,양천구,123,83,0.012,0.041,0.9,0.007
2015-12-24,강서구,105,64,0.012,0.035,0.9,0.008
2015-12-24,구로구,97,65,0.014,0.033,0.9,0.009
2015-12-24,금천구,114,77,0.012,0.043,0.9,0.008
2015-12-24,영등포구,130,64,0.009,0.032,0.9,0.007
2015-12-24,동작구,90,56,0.014,0.045,0.8,0.007
2015-12-24,관악구,100,69,0.011,0.038,1,0.008
2015-12-24,서초구,104,58,0.011,0.038,0.7,0.009
2015-12-24,강남구,97,59,0.012,0.044,0.8,0.007
2015-12-24,송파구,81,48,0.011,0.042,1,0.006
2015-12-24,강동구,85,48,0.007,0.04,0.9,0.005
2015-12-23,종로구,59,44,0.006,0.047,0.7,0.007
2015-12-23,중구,47,28,0.005,0.065,0.9,0.007
2015-12-23,용산구,47,37,0.001,0.053,0.9,0.005
2015-12-23,성동구,56,30,0.004,0.049,0.9,0.005
2015-12-23,광진구,56,40,0.005,0.043,0.6,0.004
2015-12-23,동대문구,57,32,0.005,0.053,1,0.008
2015-12-23,중랑구,50,27,0.003,0.05,0.9,0.007
2015-12-23,성북구,54,30,0.006,0.054,1.1,0.008
2015-12-23,강북구,43,28,0.006,0.047,1,0.006
2015-12-23,도봉구,62,35,0.011,0.049,0.9,0.006
2015-12-23,노원구,67,47,0.006,0.049,1,0.009
2015-12-23,은평구,67,35,0.008,0.042,0.9,0.006
2015-12-23,서대문구,59,39,0.007,0.068,1,0.005
2015-12-23,마포구,63,51,0.005,0.055,1.1,0.005
2015-12-23,양천구,90,60,0.006,0.051,1,0.005
2015-12-23,강서구,73,39,0.005,0.041,0.8,0.007
2015-12-23,구로구,60,40,0.006,0.041,1.1,0.006
2015-12-23,금천구,71,43,0.005,0.056,1,0.006
2015-12-23,영등포구,85,41,0.004,0.036,1,0.006
2015-12-23,동작구,53,35,0.005,0.059,0.9,0.005
2015-12-23,관악구,64,41,0.005,0.048,1.1,0.005
2015-12-23,서초구,57,32,0.005,0.044,0.7,0.006
2015-12-23,강남구,48,29,0.005,0.048,0.7,0.005
2015-12-23,송파구,46,27,0.004,0.046,0.8,0.005
2015-12-23,강동구,52,29,0.003,0.047,0.7,0.004
2015-12-22,종로구,69,50,0.003,0.043,0.6,0.006
2015-12-22,중구,60,33,0.004,0.06,1,0.007
2015-12-22,용산구,59,42,0.004,0.046,0.6,0.005
2015-12-22,성동구,62,31,0.004,0.042,0.8,0.004
2015-12-22,광진구,68,49,0.006,0.037,0.6,0.005
2015-12-22,동대문구,67,37,0.004,0.047,1,0.007
2015-12-22,중랑구,61,33,0.005,0.044,0.8,0.007
2015-12-22,성북구,60,36,0.005,0.049,1,0.007
2015-12-22,강북구,43,28,0.004,0.042,0.9,0.004
2015-12-22,도봉구,64,37,0.004,0.051,0.9,0.005
2015-12-22,노원구,66,47,0.003,0.046,0.9,0.008
2015-12-22,은평구,74,42,0.008,0.04,0.9,0.006
2015-12-22,서대문구,52,36,0.005,0.059,0.8,0.005
2015-12-22,마포구,62,48,0.004,0.019,0.9,0.005
2015-12-22,양천구,103,71,0.003,0.052,1,0.004
2015-12-22,강서구,76,42,0.002,0.047,1,0.006
2015-12-22,구로구,63,42,0.003,0.041,1,0.006
2015-12-22,금천구,79,48,0.004,0.053,0.9,0.005
2015-12-22,영등포구,90,44,0.003,0.034,0.9,0.005
2015-12-22,동작구,61,39,0.004,0.054,0.8,0.005
2015-12-22,관악구,70,43,0.003,0.046,1.1,0.005
2015-12-22,서초구,59,32,0.003,0.04,0.7,0.006
2015-12-22,강남구,55,33,0.005,0.043,0.6,0.005
2015-12-22,송파구,48,28,0.006,0.04,0.7,0.005
2015-12-22,강동구,58,31,0.004,0.037,0.6,0.004
2015-12-21,종로구,55,41,0.004,0.041,0.6,0.006
2015-12-21,중구,47,26,0.004,0.056,0.8,0.006
2015-12-21,용산구,49,38,0.003,0.046,0.6,0.005
2015-12-21,성동구,48,29,0.003,0.042,0.7,0.005
2015-12-21,광진구,62,45,0.004,0.038,0.6,0.004
2015-12-21,동대문구,51,30,0.003,0.046,1,0.006
2015-12-21,중랑구,47,29,0.004,0.043,0.7,0.006
2015-12-21,성북구,44,28,0.005,0.045,0.8,0.006
2015-12-21,강북구,33,23,0.003,0.043,0.8,0.004
2015-12-21,도봉구,43,28,0.006,0.048,0.7,0.005
2015-12-21,노원구,51,38,0.004,0.044,0.8,0.008
2015-12-21,은평구,49,29,0.01,0.035,0.6,0.007
2015-12-21,서대문구,41,32,0.005,0.055,0.8,0.004
2015-12-21,마포구,51,41,0.004,0.014,0.8,0.005
2015-12-21,양천구,76,52,0.003,0.049,0.9,0.005
2015-12-21,강서구,50,31,0.002,0.045,0.9,0.006
2015-12-21,구로구,49,33,0.003,0.039,0.9,0.006
2015-12-21,금천구,70,46,0.003,0.054,1,0.005
2015-12-21,영등포구,65,32,0.002,0.033,0.8,0.005
2015-12-21,동작구,58,38,0.002,0.058,0.9,0.005
2015-12-21,관악구,63,41,0.003,0.046,1.1,0.005
2015-12-21,서초구,51,29,0.003,0.041,0.7,0.006
2015-12-21,강남구,49,32,0.003,0.044,0.7,0.005
2015-12-21,송파구,48,29,0.003,0.043,0.8,0.006
2015-12-21,강동구,56,31,0.002,0.041,0.7,0.004
2015-12-20,종로구,63,44,0.003,0.052,0.8,0.007
2015-12-20,중구,53,29,0.003,0.068,1.1,0.007
2015-12-20,용산구,48,36,0.004,0.052,0.7,0.005
2015-12-20,성동구,54,29,0.003,0.05,0.9,0.004
2015-12-20,광진구,61,43,0.004,0.04,0.7,0.005
2015-12-20,동대문구,60,33,0.003,0.056,1.2,0.007
2015-12-20,중랑구,52,32,0.004,0.049,1,0.006
2015-12-20,성북구,57,31,0.005,0.058,1.2,0.008
2015-12-20,강북구,40,27,0.004,0.052,1.2,0.005
2015-12-20,도봉구,62,36,0.004,0.058,1,0.007
2015-12-20,노원구,65,47,0.003,0.053,1.1,0.008
2015-12-20,은평구,56,31,0.006,0.044,0.7,0.006
2015-12-20,서대문구,47,32,0.004,0.074,0.9,0.005
2015-12-20,마포구,55,43,0.003,0.018,1,0.006
2015-12-20,양천구,71,45,0.004,0.054,1,0.005
2015-12-20,강서구,63,34,0.002,0.051,1,0.007
2015-12-20,구로구,47,31,0.004,0.042,1.1,0.006
2015-12-20,금천구,70,44,0.003,0.063,1.1,0.005
2015-12-20,영등포구,65,31,0.004,0.036,1,0.006
2015-12-20,동작구,49,32,0.003,0.064,1,0.005
2015-12-20,관악구,57,35,0.003,0.051,1.2,0.005
2015-12-20,서초구,51,28,0.003,0.045,0.8,0.006
2015-12-20,강남구,47,28,0.004,0.044,0.7,0.004
2015-12-20,송파구,55,31,0.004,0.044,0.9,0.006
2015-12-20,강동구,55,31,0.003,0.042,0.7,0.005
2015-12-19,종로구,70,47,0.004,0.048,0.8,0.007
2015-12-19,중구,59,30,0.004,0.06,1.1,0.007
2015-12-19,용산구,52,38,0.005,0.049,0.7,0.005
2015-12-19,성동구,66,32,0.004,0.048,0.9,0.005
2015-12-19,광진구,66,43,0.005,0.039,0.6,0.005
2015-12-19,동대문구,67,35,0.004,0.054,1.2,0.007
2015-12-19,중랑구,61,33,0.003,0.047,0.9,0.006
2015-12-19,성북구,63,34,0.004,0.058,1.2,0.008
2015-12-19,강북구,38,26,0.004,0.052,1.2,0.005
2015-12-19,도봉구,63,35,0.004,0.056,1,0.006
2015-12-19,노원구,61,42,0.004,0.049,1.1,0.008
2015-12-19,은평구,63,34,0.007,0.039,0.7,0.006
2015-12-19,서대문구,53,35,0.004,0.069,0.9,0.005
2015-12-19,마포구,56,41,0.004,0.016,1,0.007
2015-12-19,양천구,82,51,0.003,0.054,1.1,0.005
2015-12-19,강서구,72,36,0.003,0.05,1.1,0.007
2015-12-19,구로구,52,32,0.003,0.041,1,0.006
2015-12-19,금천구,77,46,0.003,0.056,1,0.005
2015-12-19,영등포구,72,31,0.003,0.034,1,0.005
2015-12-19,동작구,56,35,0.003,0.065,1,0.005
2015-12-19,관악구,68,41,0.003,0.051,1.3,0.005
2015-12-19,서초구,65,33,0.003,0.046,0.8,0.006
2015-12-19,강남구,56,32,0.004,0.045,0.7,0.005
2015-12-19,송파구,61,33,0.005,0.044,0.9,0.006
2015-12-19,강동구,62,31,0.004,0.041,0.7,0.004
2015-12-18,종로구,47,28,0.005,0.041,0.6,0.005
2015-12-18,중구,42,20,0.006,0.052,1.1,0.007
2015-12-18,용산구,36,24,0.004,0.045,0.5,0.005
2015-12-18,성동구,43,20,0.005,0.058,0.7,0.008
2015-12-18,광진구,50,31,0.004,0.035,0.5,0.005
2015-12-18,동대문구,46,24,0.004,0.045,1,0.006
2015-12-18,중랑구,43,22,0.002,0.043,0.7,0.006
2015-12-18,성북구,43,22,0.005,0.046,0.9,0.007
2015-12-18,강북구,22,13,0.003,0.043,0.8,0.004
2015-12-18,도봉구,37,21,0.003,0.05,0.8,0.006
2015-12-18,노원구,33,23,0.002,0.043,0.8,0.007
2015-12-18,은평구,41,21,0.009,0.033,0.7,0.006
2015-12-18,서대문구,36,23,0.006,0.056,0.8,0.005
2015-12-18,마포구,37,25,0.005,0.018,0.8,0.006
2015-12-18,양천구,55,32,0.003,0.048,0.9,0.004
2015-12-18,강서구,44,21,0.002,0.046,0.9,0.006
2015-12-18,구로구,42,24,0.004,0.036,0.9,0.006
2015-12-18,금천구,50,28,0.003,0.051,0.8,0.005
2015-12-18,영등포구,50,21,0.003,0.032,0.8,0.006
2015-12-18,동작구,36,22,0.003,0.056,0.8,0.006
2015-12-18,관악구,45,25,0.003,0.047,1,0.005
2015-12-18,서초구,42,19,0.003,0.04,0.7,0.006
2015-12-18,강남구,41,21,0.005,0.04,0.6,0.005
2015-12-18,송파구,43,21,0.004,0.039,0.7,0.007
2015-12-18,강동구,47,22,0.002,0.038,0.7,0.004
2015-12-17,종로구,21,14,0.016,0.016,0.2,0.003
2015-12-17,중구,19,7,0.017,0.02,0.6,0.005
2015-12-17,용산구,16,12,0.017,0.02,0.2,0.004
2015-12-17,성동구,21,9,0.016,0.013,0.4,0.006
2015-12-17,광진구,23,16,0.016,0.016,0.2,0.004
2015-12-17,동대문구,20,9,0.017,0.016,0.5,0.005
2015-12-17,중랑구,21,11,0.015,0.02,0.4,0.005
2015-12-17,성북구,20,9,0.018,0.017,0.4,0.005
2015-12-17,강북구,12,8,0.017,0.017,0.4,0.003
2015-12-17,도봉구,22,10,0.023,0.013,0.2,0.005
2015-12-17,노원구,21,13,0.015,0.017,0.4,0.006
2015-12-17,은평구,21,11,0.017,0.021,0.3,0.006
2015-12-17,서대문구,16,9,0.018,0.021,0.4,0.004
2015-12-17,마포구,16,12,0.015,0.011,0.4,0.004
2015-12-17,양천구,21,11,0.015,0.02,0.4,0.003
2015-12-17,강서구,19,9,0.015,0.016,0.4,0.005
2015-12-17,구로구,18,10,0.016,0.016,0.4,0.004
2015-12-17,금천구,22,12,0.015,0.021,0.4,0.003
2015-12-17,영등포구,24,11,0.011,0.018,0.5,0.005
2015-12-17,동작구,16,12,0.017,0.02,0.3,0.004
2015-12-17,관악구,22,12,0.014,0.017,0.4,0.003
2015-12-17,서초구,30,10,0.012,0.021,0.2,0.005
2015-12-17,강남구,19,9,0.017,0.019,0.3,0.004
2015-12-17,송파구,19,9,0.018,0.016,0.3,0.005
2015-12-17,강동구,22,10,0.011,0.018,0.4,0.004
2015-12-16,종로구,29,17,0.02,0.014,0.3,0.005
2015-12-16,중구,25,9,0.022,0.018,0.4,0.006
2015-12-16,용산구,24,15,0.021,0.019,0.2,0.005
2015-12-16,성동구,29,13,0.02,0.014,0.4,0.007
2015-12-16,광진구,32,19,0.021,0.014,0.3,0.004
2015-12-16,동대문구,26,11,0.021,0.014,0.5,0.005
2015-12-16,중랑구,27,12,0.02,0.018,0.4,0.006
2015-12-16,성북구,27,11,0.024,0.014,0.4,0.006
2015-12-16,강북구,16,10,0.022,0.017,0.4,0.004
2015-12-16,도봉구,25,11,0.032,0.01,0.3,0.004
2015-12-16,노원구,27,16,0.022,0.013,0.4,0.007
2015-12-16,은평구,30,13,0.025,0.02,0.4,0.007
2015-12-16,서대문구,26,12,0.022,0.02,0.4,0.005
2015-12-16,마포구,25,17,0.02,0.012,0.4,0.005
2015-12-16,양천구,34,15,0.019,0.02,0.4,0.004
2015-12-16,강서구,31,14,0.019,0.015,0.4,0.006
2015-12-16,구로구,33,13,0.02,0.016,0.4,0.005
2015-12-16,금천구,34,16,0.02,0.019,0.4,0.004
2015-12-16,영등포구,28,13,0.014,0.018,0.4,0.006
2015-12-16,동작구,24,15,0.022,0.018,0.3,0.005
2015-12-16,관악구,32,16,0.019,0.017,0.4,0.004
2015-12-16,서초구,43,12,0.019,0.017,0.3,0.006
2015-12-16,강남구,26,12,0.024,0.017,0.3,0.005
2015-12-16,송파구,25,13,0.025,0.014,0.3,0.004
2015-12-16,강동구,29,12,0.016,0.015,0.4,0.005
2015-12-15,종로구,60,42,0.011,0.027,0.5,0.006
2015-12-15,중구,53,29,0.012,0.039,0.7,0.006
2015-12-15,용산구,53,39,0.01,0.037,0.7,0.005
2015-12-15,성동구,55,30,0.011,0.026,0.7,0.007
2015-12-15,광진구,60,42,0.011,0.03,0.6,0.004
2015-12-15,동대문구,55,32,0.011,0.031,0.8,0.006
2015-12-15,중랑구,54,32,0.011,0.035,0.8,0.007
2015-12-15,성북구,50,29,0.013,0.034,0.8,0.006
2015-12-15,강북구,33,22,0.016,0.029,0.7,0.004
2015-12-15,도봉구,53,33,0.023,0.025,0.6,0.002
2015-12-15,노원구,56,37,0.014,0.028,0.7,0.007
2015-12-15,은평구,58,34,0.015,0.031,0.7,0.006
2015-12-15,서대문구,50,32,0.013,0.04,0.6,0.004
2015-12-15,마포구,55,41,0.012,0.023,0.7,0.005
2015-12-15,양천구,64,39,0.013,0.031,0.7,0.004
2015-12-15,강서구,53,31,0.012,0.025,0.7,0.006
2015-12-15,구로구,50,30,0.013,0.026,0.7,0.006
2015-12-15,금천구,70,41,0.012,0.036,0.7,0.005
2015-12-15,영등포구,57,32,0.009,0.026,0.8,0.006
2015-12-15,동작구,48,30,0.014,0.035,0.6,0.005
2015-12-15,관악구,59,36,0.013,0.032,0.8,0.005
2015-12-15,서초구,53,28,0.01,0.03,0.5,0.006
2015-12-15,강남구,53,32,0.012,0.034,0.6,0.005
2015-12-15,송파구,47,28,0.014,0.029,0.7,0.005
2015-12-15,강동구,56,31,0.008,0.032,0.7,0.005
2015-12-14,종로구,48,34,0.002,0.045,0.7,0.005
2015-12-14,중구,41,23,0.004,0.056,0.9,0.005
2015-12-14,용산구,42,33,0.002,0.048,0.7,0.005
2015-12-14,성동구,46,26,0.002,0.033,0.7,0.006
2015-12-14,광진구,54,36,0.004,0.037,0.6,0.004
2015-12-14,동대문구,48,28,0.002,0.052,0.9,0.006
2015-12-14,중랑구,48,28,0.002,0.047,0.8,0.006
2015-12-14,성북구,46,27,0.003,0.052,1,0.006
2015-12-14,강북구,30,21,0.002,0.05,0.9,0.004
2015-12-14,도봉구,44,29,0.003,0.051,0.9,0.008
2015-12-14,노원구,49,34,0.002,0.05,0.9,0.007
2015-12-14,은평구,38,23,0.008,0.039,0.6,0.006
2015-12-14,서대문구,33,24,0.007,0.052,0.6,0.004
2015-12-14,마포구,46,34,0.003,0.035,0.8,0.005
2015-12-14,양천구,64,39,0.002,0.053,1,0.004
2015-12-14,강서구,63,33,0.001,0.047,1,0.006
2015-12-14,구로구,47,28,0.002,0.041,1,0.005
2015-12-14,금천구,59,35,0.002,0.055,0.9,0.004
2015-12-14,영등포구,51,31,0.002,0.034,0.9,0.005
2015-12-14,동작구,44,29,0.002,0.058,0.9,0.005
2015-12-14,관악구,50,32,0.002,0.053,1,0.004
2015-12-14,서초구,45,24,0.003,0.042,0.7,0.005
2015-12-14,강남구,46,28,0.002,0.044,0.6,0.005
2015-12-14,송파구,48,28,0.003,0.042,0.8,0.005
